Case_Id,liver,kidney_right,spleen,pancreas,aorta,postcava,adrenal_gland_right,adrenal_gland_left,gall_bladder,stomach,duodenum,kidney_left
FELIX-PDAC-1014_VENOUS,0.5292991590218633,0.9362567839937886,0.870287980050659,0.05376016691298186,0.7105039296160572,0.8638955946247805,0.5004682534173661,0.496551214940638,0.7981120789313833,0.5943157774105101,0.8108279272237698,0.9351765179718545
FELIX-PDAC-1053_VENOUS,0.9648666879321285,0.9184934857120008,0.9609426334173488,0.8364762892163259,0.6994035415689763,0.7752454449629419,0.19539408817358997,0.5464215742595373,0.8301509033614147,0.8574988995064909,0.6979516680335762,0.9356751707306021
FELIX-PDAC-1057_VENOUS,0.9472354905671071,0.9158250443960533,0.9529050188751672,0.867885410010662,0.6945727235239332,0.7216240259542356,0.26161173545710503,0.3623894632629965,0.8170728231114527,0.8247030403938298,0.6759745920180278,0.9259443687148181
FELIX-PDAC-1059_VENOUS,0.9385557754457573,0.9298722359854147,0.9541390455383315,0.6383772199190128,0.6551697944031113,0.7144099040931814,0.19757130303874393,0.39526961698487934,0.8961718521177737,0.9211504235873859,0.8191182928618382,0.9380877927253239
FELIX-PDAC-1165_VENOUS,0.9662733638830107,0.9536009577240108,0.9552266861539499,0.8780363836752636,0.6293142510548796,0.797859215959028,0.40266981194886237,0.483707834904122,0.9158106760397003,0.9170691917647917,0.6477717760236141,0.9569382070042582
FELIX-PDAC-1169_VENOUS,0.9668938696756245,0.9244576524185808,0.9363657216408787,0.7571957986101788,0.6339774260587585,0.8431432636876123,0.40585029033987186,0.536477734853786,0.8707573037359869,0.9400061245741974,0.7933837776415047,0.9350207582319566
FELIX-PDAC-1175_VENOUS,0.9657180709864169,0.9099701404790375,0.9641986177644767,0.6963559991913022,0.6637556055158549,0.8495198647006685,0.4034148141458052,0.4594132421449059,0.5646869804273091,0.9434397987881047,0.8082514974910637,0.9112812280909814
FELIX0491_VENOUS,0.9568652304423534,0.8413270956004774,0.9467944303743521,0.8345788762439286,0.6759294371093777,0.8540409135735993,0.3227858253305287,0.2746478888718568,0.8815633607110851,0.8700635764716913,0.6734618905510076,0.9249924745084817
FELIX0498_VENOUS,0.951644996759883,0.9354661065348664,0.9375968058879713,0.8428643769223174,0.693488939799409,0.8093044543942252,0.38113485812487885,0.40672488453113864,0.9164063692748606,0.9216401545788588,0.6186832257377985,0.9446014675825269
FELIX0509_VENOUS,0.9671659844540234,0.9224456768993743,0.9453538954780328,0.8789403510663086,0.7380807988043961,0.8470707911047559,0.37538731945400416,0.513659262968733,0.8784528378475998,0.9430132907259736,0.7906531453037693,0.9110696678572047
FELIX0512_VENOUS,0.9662118543684719,0.928588220960684,0.962999621129927,0.8737444662317835,0.655424973311185,0.8281851874236422,0.2643509825474263,0.5016745671353093,0.8326010841164423,0.9141490172718628,0.8566874859008276,0.9282788913644897
FELIX0543_VENOUS,0.9629324525186193,0.921538686603346,0.9565168813059086,0.8621884857740769,0.7441482240911398,0.8392811865543379,0.47761870683787505,0.5868037316296576,0.9357432731116125,0.9447655293452721,0.7812966672786034,0.9286658063458307
FELIX0564_VENOUS,0.9724777993044084,0.9068073203304252,0.9492530164125995,0.8315105907841338,0.7030441115584268,0.8096073894632959,0.3385803761581493,0.4931771654481233,0.9182328442950914,0.941800525720301,0.8122230059112866,0.9037286806079935
FELIX0565_VENOUS,0.9624432602781221,0.9141709554639368,0.9192230556822497,0.8655167813241779,0.607773957952329,0.6250748636707996,0.40241326195983335,0.383774370168144,0.9087805055711503,0.9542599825741311,0.5752307492893226,0.9035948599096133
FELIX0570_VENOUS,0.9473584450871174,0.9428109129771017,0.9302464330187976,0.8216326635534297,0.7225088568708496,0.8113658043007465,0.11388248218585797,0.3061133811220115,0.8848699332601588,0.9541154286100864,0.6688010916479752,0.9114009172253285
FELIX0572_VENOUS,0.952982830546548,0.9380212607036454,0.9448960949542069,0.8299506438200169,0.6407942758266063,0.7999604458592746,0.29097874368463705,0.2206770380583195,1.2210012060927815e-08,0.933480571450336,0.604896269424054,0.9031534574099342
FELIX0604_VENOUS,0.9499720991424133,0.8969858537128433,0.9338186452450685,0.8681907028336951,0.5244606869804126,0.7375755374844022,0.37994376427628895,0.24588300665748636,0.9046864531120677,0.9591306891452578,0.7836524502406509,0.8934073953081526
FELIX0621_VENOUS,0.9684430169211993,0.8814880241216473,0.9326095885500721,0.8492432941024658,0.6247923509634961,0.7036274364265858,0.4284449184424226,0.44880910223720494,6.587614849300736e-08,0.9394592209886743,0.6210309071870422,0.8769429199234239
FELIX0636_VENOUS,0.9592381396628623,0.8885530689324753,0.9243314626709414,0.7963930595377635,0.776630185537509,0.650778460092558,0.47154471816638505,0.2006480804952329,0.8277281759279602,0.9338169247209773,0.32919353546676583,0.8828613870399632
FELIX0650_VENOUS,0.9622163917422932,0.895099242359371,0.9329246816720747,0.8580309440699794,0.5807950228972717,0.7203169948312655,0.35054261601384323,0.5937718692291194,0.789689513975664,0.9156499758378258,0.7565210699908217,0.895643321184681
FELIX0651_VENOUS,0.9729747408305616,0.9037422532286457,0.9262516868091201,0.875679484154839,0.7987803043223591,0.7677608821131563,0.30363886326965817,0.47870416264305143,0.8661875953563845,0.9426419676054552,0.7050296686746214,0.9145623390857615
FELIX068_VENOUS,0.9589025505153671,0.9245556944535075,0.9233327671693812,0.5052890041821598,0.7620863866117079,0.8370578344791557,0.45346141408048235,5.821399430542558e-09,0.8167923726834352,0.8993709162764749,0.35903288588625837,0.9137465892396351
FELIX071_VENOUS,0.9550057077988081,0.9473037877406938,0.9402399031717923,0.8875627039433353,0.6220697720433168,0.6531812588273167,0.36088354765928427,0.21640571400463327,0.8372872634903237,0.9296102815634423,0.5516068718685696,0.9305036943921101
FELIX083_VENOUS,0.967614442609302,0.9383316283225543,0.9367631835028613,0.893569931867435,0.6969179095455788,0.8780965292003555,0.260802226755959,0.30835297002585926,0.86097777404969,0.9502555015248926,0.5841468786031322,0.9290014031685778
FELIX085_VENOUS,0.9611493955129333,0.9416960724954201,0.9602422206293779,0.8333442369356928,0.6435590649415034,0.5676097651143739,0.35476224217842944,0.4535161720517898,0.8691970831905012,0.9228442813009925,0.570856634223799,0.9060160213251499
