Case_Id,liver,kidney_right,spleen,pancreas,aorta,postcava,adrenal_gland_right,adrenal_gland_left,gall_bladder,stomach,duodenum,kidney_left
FELIX1064_VENOUS,0.9594002996978506,0.9096202478901022,0.9097201941242822,0.812363163933991,0.766518172972611,0.7844799597008789,0.18231830840968621,0.2926810739018523,0.8268428810048192,0.9170847341271926,0.6888878958964328,0.9004175562960774
FELIX1068_VENOUS,0.9706189038904139,0.9288896500530626,0.952433103305002,0.8743392709467854,0.8232836135585995,0.8739591660793531,0.3297499441857523,0.21304754105043014,0.8657662113567791,0.9368403591400063,0.6687312400345469,0.8982135451152125
FELIX1090_VENOUS,0.9630722148117135,0.9041939915161255,0.9236309190127714,0.9068881079073184,0.7205193900064335,0.8404515917839074,0.3871643376948001,0.5001511554863755,0.9194813674057551,0.9670282402835412,0.6766738386104806,0.9133260086688361
FELIX1113_VENOUS,0.971500416287155,0.9264485063972949,0.9481612291781186,0.8647686109521354,0.8108537650511572,0.8724935579051685,0.33688425870348265,0.43579002935636835,0.5961226041901361,0.9628074612887246,0.7383855096798687,0.9175190584586398
FELIX1133_VENOUS,0.9643523263524351,0.9066082700078257,0.9324788907394633,0.8811423789710344,0.7712821654071021,0.7640148980131592,0.35164729462328254,0.4297833175152294,0.9049936845197416,0.9234243610756754,0.47476244454556743,0.8978376684515899
FELIX1135_VENOUS,0.9678716613244963,0.9366021374249245,0.9653951754283836,0.8626655003391306,0.7088847809189821,0.8851884288065986,0.19472679843802282,0.22997378947004235,0.9162427575781976,0.9049473589440551,0.6562701985335953,0.8965480991758608
FELIX1145_VENOUS,0.9708980809502586,0.9392117959198706,0.9481711926013227,0.8409095252137175,0.7404669271303408,0.8126382306700481,0.2599424922363581,0.3520713687888074,0.9041612695785781,0.8906442673527266,0.7291927985444998,0.9125356461886593
FELIX1158_VENOUS,1.6292254368746957e-11,0.9314279220170306,0.9378467724845974,0.8447023194470265,0.823838519560132,0.8940984338023448,0.26592225147982207,0.2024419484529022,0.8446551584345805,0.9463336297183602,0.6735944159865511,0.8855013182501263
FELIX1160_VENOUS,0.9711910161632056,0.9473063336955654,0.9533725506228061,0.8075047553475698,0.7965106543293284,0.8654066600282808,0.25388730749990673,0.3595652876035037,0.9221270598860977,0.9486625666005204,0.7066956028436944,0.9357834392694984
FELIX1169_VENOUS,0.9715571337942849,0.9272231805315043,0.943434599870265,0.8840446761866929,0.8769728202965281,0.8269612781311755,0.35898217441469304,0.5217531729602003,0.7138058755639222,0.9101449875128593,0.7226200767005394,0.9012855164389086
FELIX1213_VENOUS,0.9633121404912915,0.9183159824463953,0.9609533340257339,0.8950733391256295,0.7279571892988699,0.8317067519470032,0.3503232303543327,0.4899512499006287,0.8737492455348551,0.951810841951475,0.696124604370008,0.9077786202197181
FELIX1280_VENOUS,0.9664259798902818,0.9451720088757092,0.944858729485493,0.8755862026961393,0.7465520875539865,0.9129828571871693,0.3311714660268688,0.39064990530082383,0.8211745395672193,0.9381323354149556,0.5272925401684597,0.9304564388241457
FELIX1286_VENOUS,0.963218948389796,0.9457662080469741,0.9349559623106157,0.8592631526637211,0.8201170178356256,0.8148882091081732,0.32131767476266476,0.19110581557347706,0.8428008457263304,0.9063343523173217,0.5102584543182626,0.9349330473655619
FELIX1299_VENOUS,0.9618535743296186,0.933726973923957,0.9562748040871201,0.8305661439713049,0.7143875741006745,0.808235175196088,0.25216329404375804,0.5675120671141181,0.8833786102119544,0.9393091124604654,0.6634613560439167,0.9209938193928514
FELIX5001_VENOUS,0.969199485786901,0.8957593842863499,0.9448445049236592,0.7918407416871167,0.7290243446606973,0.7416072837721639,0.2936942145301059,0.23893283190021006,1.0,0.8984505309972776,0.7036374750924564,0.8916073623242182
FELIX5005_VENOUS,0.9627052576765981,0.8905103899916846,0.9319314408222144,0.8682644025848739,0.6696654438386813,0.8715389786293627,0.05780717728447977,0.1100578477662448,1.1904747732443175e-06,0.9143873054112099,0.5674058977877231,0.8697163700741503
FELIX5046_VENOUS,0.9612069553650742,0.9492613519791255,0.9452491541578395,0.8133191076378412,0.6518393032116171,0.798771184480706,0.25205974790820246,0.14263840064005184,0.9311954707866045,0.8950518189750419,0.7830636196725702,0.936201358721178
FELIX5093_VENOUS,0.968712700725373,0.9274052937471665,0.9553910755607387,0.6580788204330632,0.549187549094267,0.7639464284035903,0.29793842222774186,0.43998846066554037,0.9038786468818021,0.9594703930185963,0.8851649444187882,0.8983887281286838
FELIX5134_VENOUS,0.9642657473673752,0.9158996799539755,0.946529924956585,0.8288823191834418,0.660813631065399,0.837515202489413,0.42878918208355965,0.32013999579974545,0.8183829098946886,0.9481000891776287,0.669197507044889,0.9072353023312845
FELIX5272_VENOUS,0.9698357021014138,0.9416419312348621,0.9704857580272255,0.874354930288212,0.6612211403327338,0.8849909912344237,0.4084086854353315,0.5489662223496847,0.8895355000148999,0.9190278058899664,0.7316278937020454,0.9289223822939244
FELIX5627_VENOUS,0.9669006909436892,0.9164271035618122,0.9566678999823003,0.6837722519102235,0.7416185716378493,0.8865499596768052,0.24167326108764714,0.47562963157174204,0.9068347339805465,0.9584685852196306,0.8921956840883362,0.9121231361019438
FELIX5713_VENOUS,0.968023886249047,0.9487136601425683,0.952660594442495,0.7617861707530448,0.5656071684083304,0.8224234388524804,0.25479715082511617,0.2068274548371205,0.8579925770976339,0.9166237146513315,0.5393878830212638,0.9245965214156217
FELIX5726_VENOUS,0.9608249543725723,0.9477446297586005,0.9179107292012181,0.8730866914458193,0.6717618761631357,0.8329349114888408,0.34429947473183675,0.24169294433151547,0.8956990921423091,0.9091273949766224,0.6254927346871519,0.9483103166369291
